leading_probability_array
"[1.67841298e-01 1.30844275e-01 8.22664056e-02 4.92622942e-02
 4.32569955e-02 5.56990354e-02 6.83067011e-02 6.75601881e-02
 5.26679902e-02 3.31142211e-02 1.98292667e-02 1.74119885e-02
 2.24202110e-02 2.74951019e-02 2.71946123e-02 2.12001419e-02
 1.33292761e-02 7.98176021e-03 7.00874717e-03 9.02467804e-03
 1.10674445e-02 1.09464902e-02 8.53357067e-03 5.36535653e-03
 3.21285183e-03 2.82119052e-03 3.63265153e-03 4.45491453e-03
 4.40622748e-03 3.43496891e-03 2.15968598e-03 1.29325069e-03
 1.13559752e-03 1.46223024e-03 1.79321101e-03 1.77361330e-03
 1.38265820e-03 8.69325922e-04 5.20564731e-04 4.57105512e-04
 5.88583091e-04 7.21810872e-04 7.13922316e-04 5.56553417e-04
 3.49924742e-04 2.09539914e-04 1.83996042e-04 2.36918952e-04
 2.90546361e-04 2.87371026e-04 2.24026232e-04 1.40853185e-04
 8.43448915e-05 7.40628638e-05 9.53656174e-05 1.16951949e-04
 1.15673799e-04 9.01759854e-05 5.66968191e-05 3.39508620e-05
 2.98120968e-05 3.83869711e-05 4.70759923e-05 4.65615063e-05
 3.62980185e-05 2.28218431e-05 1.36660444e-05 1.20000911e-05
 1.54516858e-05 1.89492273e-05 1.87421342e-05 1.46108317e-05
 9.18634469e-06 5.50091391e-06 4.83032737e-06 6.21967782e-06
 7.62752301e-06 7.54416302e-06 5.88121371e-06 3.69772627e-06
 2.21425110e-06 1.94432378e-06 2.50357099e-06 3.07026278e-06
 3.03670837e-06 2.36733099e-06 1.48842440e-06 8.91289707e-07
 7.82637419e-07 1.00774797e-06 1.23585514e-06 1.22234868e-06
 9.52908068e-07 5.99126875e-07 3.58765698e-07 3.15030520e-07
 4.05642970e-07 4.97461632e-07 4.92024954e-07 3.83568581e-07]"
"[2.23256480e-01 1.65556122e-01 9.90143907e-02 5.63995588e-02
 4.71088714e-02 5.77004631e-02 6.73100964e-02 6.33275996e-02
 4.69606607e-02 2.80858306e-02 1.59979619e-02 1.33626211e-02
 1.63669687e-02 1.90927799e-02 1.79631286e-02 1.33205805e-02
 7.96665894e-03 4.53788632e-03 3.79036127e-03 4.64255657e-03
 5.41574388e-03 5.09531376e-03 3.77843630e-03 2.25977489e-03
 1.28718973e-03 1.07515123e-03 1.31687987e-03 1.53619756e-03
 1.44530626e-03 1.07176867e-03 6.40994245e-04 3.65116549e-04
 3.04970977e-04 3.73538276e-04 4.35748623e-04 4.09966941e-04
 3.04011498e-04 1.81820599e-04 1.03566779e-04 8.65062456e-05
 1.05955636e-04 1.23601851e-04 1.16288774e-04 8.62340856e-05
 5.15741449e-05 2.93771339e-05 2.45378449e-05 3.00547428e-05
 3.50601629e-05 3.29857789e-05 2.44606456e-05 1.46292139e-05
 8.33294233e-06 6.96025850e-06 8.52514881e-06 9.94495636e-06
 9.35654900e-06 6.93836062e-06 4.14963542e-06 2.36367264e-06
 1.97430535e-06 2.41819279e-06 2.82092692e-06 2.65402280e-06
 1.96809393e-06 1.17706079e-06 6.70465263e-07 5.60019662e-07
 6.85930121e-07 8.00167278e-07 7.52824253e-07 5.58257767e-07
 3.33878034e-07 1.90180171e-07 1.58851832e-07 1.94566841e-07
 2.26970670e-07 2.13541631e-07 1.58352063e-07 9.47058486e-08
 5.39453714e-08 4.50589618e-08 5.51896678e-08 6.43811445e-08
 6.05719433e-08 4.49172004e-08 2.68636953e-08 1.53018218e-08
 1.27811559e-08 1.56547715e-08 1.82619709e-08 1.71814756e-08
 1.27409447e-08 7.61999534e-09 4.34042337e-09 3.62542634e-09
 4.44053897e-09 5.18008157e-09 4.87359474e-09 3.61402028e-09]"
"[1.67841298e-01 1.30844275e-01 8.22664056e-02 4.92622942e-02
 4.32569955e-02 5.56990354e-02 6.83067011e-02 6.75601881e-02
 5.26679902e-02 3.31142211e-02 1.98292667e-02 1.74119885e-02
 2.24202110e-02 2.74951019e-02 2.71946123e-02 2.12001419e-02
 1.33292761e-02 7.98176021e-03 7.00874717e-03 9.02467804e-03
 1.10674445e-02 1.09464902e-02 8.53357067e-03 5.36535653e-03
 3.21285183e-03 2.82119052e-03 3.63265153e-03 4.45491453e-03
 4.40622748e-03 3.43496891e-03 2.15968598e-03 1.29325069e-03
 1.13559752e-03 1.46223024e-03 1.79321101e-03 1.77361330e-03
 1.38265820e-03 8.69325922e-04 5.20564731e-04 4.57105512e-04
 5.88583091e-04 7.21810872e-04 7.13922316e-04 5.56553417e-04
 3.49924742e-04 2.09539914e-04 1.83996042e-04 2.36918952e-04
 2.90546361e-04 2.87371026e-04 2.24026232e-04 1.40853185e-04
 8.43448915e-05 7.40628638e-05 9.53656174e-05 1.16951949e-04
 1.15673799e-04 9.01759854e-05 5.66968191e-05 3.39508620e-05
 2.98120968e-05 3.83869711e-05 4.70759923e-05 4.65615063e-05
 3.62980185e-05 2.28218431e-05 1.36660444e-05 1.20000911e-05
 1.54516858e-05 1.89492273e-05 1.87421342e-05 1.46108317e-05
 9.18634469e-06 5.50091391e-06 4.83032737e-06 6.21967782e-06
 7.62752301e-06 7.54416302e-06 5.88121371e-06 3.69772627e-06
 2.21425110e-06 1.94432378e-06 2.50357099e-06 3.07026278e-06
 3.03670837e-06 2.36733099e-06 1.48842440e-06 8.91289707e-07
 7.82637419e-07 1.00774797e-06 1.23585514e-06 1.22234868e-06
 9.52908068e-07 5.99126875e-07 3.58765698e-07 3.15030520e-07
 4.05642970e-07 4.97461632e-07 4.92024954e-07 3.83568581e-07]"
"[1.44278745e-01 1.14747740e-01 7.36033919e-02 4.49651275e-02
 4.02812961e-02 5.29152253e-02 6.62036869e-02 6.68029443e-02
 5.31297033e-02 3.40793323e-02 2.08194417e-02 1.86507665e-02
 2.45004408e-02 3.06531722e-02 3.09306362e-02 2.45997469e-02
 1.57791762e-02 9.63967356e-03 8.63554863e-03 1.13440243e-02
 1.41928193e-02 1.43212888e-02 1.13900043e-02 7.30596480e-03
 4.46329483e-03 3.99837187e-03 5.25243149e-03 6.57146082e-03
 6.63094386e-03 5.27372084e-03 3.38275718e-03 2.06656384e-03
 1.85129843e-03 2.43194442e-03 3.04267224e-03 3.07021366e-03
 2.44180167e-03 1.56626078e-03 9.56846062e-04 8.57175365e-04
 1.12602205e-03 1.40879701e-03 1.42154905e-03 1.13058608e-03
 7.25199209e-04 4.43032231e-04 3.96883396e-04 5.21362923e-04
 6.52291426e-04 6.58195787e-04 5.23476131e-04 3.35776711e-04
 2.05129713e-04 1.83762199e-04 2.41397847e-04 3.02019454e-04
 3.04753251e-04 2.42376290e-04 1.55469005e-04 9.49777377e-05
 8.50842995e-05 1.11770358e-04 1.39838954e-04 1.41104738e-04
 1.12223390e-04 7.19841812e-05 4.39759338e-05 3.93951426e-05
 5.17511363e-05 6.47472633e-05 6.53333376e-05 5.19608959e-05
 3.33296166e-05 2.03614320e-05 1.82404658e-05 2.39614524e-05
 2.99788290e-05 3.02501891e-05 2.40585739e-05 1.54320480e-05
 9.42760911e-06 8.44557406e-06 1.10944656e-05 1.38805896e-05
 1.40062329e-05 1.11394341e-05 7.14523991e-06 4.36510622e-06
 3.91041116e-06 5.13688256e-06 6.42689439e-06 6.48506885e-06
 5.15770356e-06 3.30833946e-06 2.02110123e-06 1.81057147e-06
 2.37844375e-06 2.97573609e-06 3.00267163e-06 2.38808415e-06]"
"[2.01681283e-01 1.52578260e-01 9.30961283e-02 5.40997050e-02
 4.61007276e-02 5.76063380e-02 6.85578314e-02 6.58045275e-02
 4.97832032e-02 3.03753856e-02 1.76516406e-02 1.50417359e-02
 1.87957841e-02 2.23690351e-02 2.14706877e-02 1.62432533e-02
 9.91087458e-03 5.75937368e-03 4.90781451e-03 6.13268459e-03
 7.29856419e-03 7.00545158e-03 5.29984536e-03 3.23371812e-03
 1.87916726e-03 1.60132071e-03 2.00097107e-03 2.38137403e-03
 2.28573730e-03 1.72923246e-03 1.05509689e-03 6.13134308e-04
 5.22478592e-04 6.52876429e-04 7.76994228e-04 7.45789898e-04
 5.64213610e-04 3.44256795e-04 2.00053336e-04 1.70474208e-04
 2.13020387e-04 2.53517517e-04 2.43336175e-04 1.84091501e-04
 1.12324036e-04 6.52733614e-05 5.56222895e-05 6.95042482e-05
 8.27176434e-05 7.93956771e-05 6.00653371e-05 3.66490635e-05
 2.12973790e-05 1.81484292e-05 2.26778318e-05 2.69890957e-05
 2.59052052e-05 1.95981059e-05 1.19578489e-05 6.94890443e-06
 5.92146575e-06 7.39931831e-06 8.80599660e-06 8.45234504e-06
 6.39446595e-06 3.90160449e-06 2.26728711e-06 1.93205463e-06
 2.41424806e-06 2.87321876e-06 2.75782940e-06 2.08638504e-06
 1.27301471e-06 7.39769973e-07 6.30390388e-07 7.87720361e-07
 9.37473228e-07 8.99824012e-07 6.80745282e-07 4.15358979e-07
 2.41371995e-07 2.05683646e-07 2.57017238e-07 3.05878572e-07
 2.93594394e-07 2.22113431e-07 1.35523242e-07 7.87548049e-08
 6.71104178e-08 8.38595315e-08 9.98019977e-08 9.57939185e-08
 7.24711246e-08 4.42184956e-08 2.56961016e-08 2.18967734e-08
 2.73616707e-08 3.25633753e-08 3.12556200e-08 2.36458636e-08]"
"[9.47779347e-02 7.84550324e-02 5.23776817e-02 3.33039735e-02
 3.10524191e-02 4.24565236e-02 5.52863269e-02 5.80634644e-02
 4.80636236e-02 3.20879503e-02 2.04028932e-02 1.90235315e-02
 2.60099870e-02 3.38698631e-02 3.55712108e-02 2.94450444e-02
 1.96579253e-02 1.24993509e-02 1.16543175e-02 1.59344045e-02
 2.07495721e-02 2.17918626e-02 1.80388114e-02 1.20429639e-02
 7.65743227e-03 7.13974252e-03 9.76183680e-03 1.27117355e-02
 1.33502702e-02 1.10510520e-02 7.37783754e-03 4.69114512e-03
 4.37399472e-03 5.98035888e-03 7.78754470e-03 8.17872790e-03
 6.77016612e-03 4.51985801e-03 2.87391932e-03 2.67962461e-03
 3.66372569e-03 4.77085543e-03 5.01050458e-03 4.14758246e-03
 2.76898431e-03 1.76063883e-03 1.64160876e-03 2.24449506e-03
 2.92275196e-03 3.06956736e-03 2.54091849e-03 1.69635288e-03
 1.07861382e-03 1.00569286e-03 1.37503692e-03 1.79055499e-03
 1.88049798e-03 1.55663373e-03 1.03923055e-03 6.60787294e-04
 6.16113989e-04 8.42383908e-04 1.09694125e-03 1.15204270e-03
 9.53634909e-04 6.36660062e-04 4.04815737e-04 3.77447691e-04
 5.16066616e-04 6.72015162e-04 7.05771764e-04 5.84221916e-04
 3.90034758e-04 2.48000805e-04 2.31234418e-04 3.16156030e-04
 4.11694226e-04 4.32374411e-04 3.57909766e-04 2.38945587e-04
 1.51931839e-04 1.41660308e-04 1.93685529e-04 2.52214749e-04
 2.64883976e-04 2.19264969e-04 1.46384374e-04 9.30774548e-05
 8.67848436e-05 1.18656867e-04 1.54513412e-04 1.62274915e-04
 1.34327507e-04 8.96789310e-05 5.70217055e-05 5.31666858e-05
 7.26923286e-05 9.46589946e-05 9.94138962e-05 8.22925765e-05]"
"[2.01681283e-01 1.52578260e-01 9.30961283e-02 5.40997050e-02
 4.61007276e-02 5.76063380e-02 6.85578314e-02 6.58045275e-02
 4.97832032e-02 3.03753856e-02 1.76516406e-02 1.50417359e-02
 1.87957841e-02 2.23690351e-02 2.14706877e-02 1.62432533e-02
 9.91087458e-03 5.75937368e-03 4.90781451e-03 6.13268459e-03
 7.29856419e-03 7.00545158e-03 5.29984536e-03 3.23371812e-03
 1.87916726e-03 1.60132071e-03 2.00097107e-03 2.38137403e-03
 2.28573730e-03 1.72923246e-03 1.05509689e-03 6.13134308e-04
 5.22478592e-04 6.52876429e-04 7.76994228e-04 7.45789898e-04
 5.64213610e-04 3.44256795e-04 2.00053336e-04 1.70474208e-04
 2.13020387e-04 2.53517517e-04 2.43336175e-04 1.84091501e-04
 1.12324036e-04 6.52733614e-05 5.56222895e-05 6.95042482e-05
 8.27176434e-05 7.93956771e-05 6.00653371e-05 3.66490635e-05
 2.12973790e-05 1.81484292e-05 2.26778318e-05 2.69890957e-05
 2.59052052e-05 1.95981059e-05 1.19578489e-05 6.94890443e-06
 5.92146575e-06 7.39931831e-06 8.80599660e-06 8.45234504e-06
 6.39446595e-06 3.90160449e-06 2.26728711e-06 1.93205463e-06
 2.41424806e-06 2.87321876e-06 2.75782940e-06 2.08638504e-06
 1.27301471e-06 7.39769973e-07 6.30390388e-07 7.87720361e-07
